#FOFID pos_x pos_y pos_z vel_x vel_y vel_z
#integer kpc/h kpc/h kpc/h km/s km/s km/s 
985 32591.386719 69361.570312 68692.804688 -218.052078 302.325653 -87.847679
986 15710.660156 12238.476562 35195.132812 -218.391922 57.547222 -195.024368
987 30847.468750 7310.368652 54060.046875 -7.852551 62.583645 -67.389656
988 71222.632812 16620.937500 72405.695312 121.631355 150.965256 90.129097
989 72006.421875 17709.669922 57855.644531 140.846954 35.533077 -78.981392
990 10596.306641 39040.046875 27687.873047 -188.263474 27.167376 -1.242057
991 2419.446045 506.951416 24687.619141 147.446762 198.145386 166.190750
992 7747.648926 50335.636719 70214.789062 311.566040 78.289932 -240.458206
993 57004.082031 42384.746094 64387.148438 13.113525 181.585800 -70.446930
994 51949.082031 69251.890625 19503.367188 64.543655 239.276550 233.679626
995 22678.302734 49007.136719 68213.468750 -358.835144 45.004379 -118.165703
996 62635.007812 55749.535156 25189.882812 75.127434 12.544436 159.466675
997 57594.531250 61056.511719 6901.212891 -18.992920 -40.554672 34.685253
998 14660.688477 44848.781250 15543.282227 -124.076920 -146.505371 59.769310
999 47636.632812 11432.025391 61800.445312 -90.231483 -20.444590 -113.357971
1000 52646.339844 22028.027344 31294.144531 89.620537 -131.815903 -1.954460
1001 1376.561035 60617.687500 54672.843750 -224.681152 -401.651001 -31.481363
1002 5385.100098 31491.501953 46597.582031 313.015015 193.140518 214.343338
1003 2427.326660 15144.045898 8314.667969 121.885612 204.894211 236.843353
1004 32793.968750 22476.339844 47095.195312 -128.267548 186.048203 -154.909027
1005 46563.515625 21731.900391 7451.869629 80.931931 36.794209 -44.590450
1006 37871.414062 58901.417969 47903.769531 -153.206818 146.849167 -211.225937
1007 959.003113 66022.039062 74390.656250 220.504410 -3.203918 -76.251610
1008 40639.679688 74130.898438 70333.539062 -337.378082 448.313263 80.267319
1009 34887.558594 17413.591797 11967.794922 -140.810944 -71.440666 19.527811
1010 39022.632812 38998.023438 53264.234375 -233.224686 80.239738 191.241867
1011 56616.121094 21847.103516 14366.232422 177.891083 -44.764374 65.000641
1012 30158.808594 24716.224609 45140.921875 -139.507065 -72.232117 31.309210
1013 6827.533203 55076.492188 63339.757812 77.298653 -206.359695 -130.653076
1014 71883.515625 29222.064453 74703.765625 169.968643 165.548248 147.172623
1015 28926.570312 29078.927734 51393.769531 -197.986938 102.183067 -125.819038
1016 55217.437500 13101.583008 56024.992188 -62.811451 -45.676212 -78.169350
1017 5867.153809 48697.718750 71894.593750 192.055618 41.206017 -153.814651
1018 37830.578125 19871.306641 56928.890625 -43.178833 -2.033607 -201.074341
1019 43557.250000 48519.496094 35960.394531 -225.133438 80.911369 51.643520
1020 66635.906250 67787.625000 32455.693359 -87.787712 45.432384 204.259964
1021 54704.929688 19646.505859 40716.203125 -48.416981 -281.124512 -138.144363
1022 5452.838867 38249.535156 52516.773438 265.154144 171.386871 110.305977
1023 64566.585938 69098.882812 40654.046875 -9.819130 42.527393 -79.181229
1024 37214.644531 56964.964844 49020.464844 -149.414978 136.080963 -186.428070
1025 59851.253906 12547.477539 38220.304688 4.460603 -329.316132 -243.132034
1026 47568.351562 38942.785156 70157.187500 -331.672516 -221.095856 229.815521
1027 26677.302734 8104.604492 55798.132812 79.284637 -113.705887 51.819984
1028 11327.239258 44987.765625 20046.064453 -55.302219 -183.587143 169.994293
1029 46384.296875 20326.441406 41823.625000 -43.025394 -139.162125 -4.418518
1030 61096.925781 9053.874023 37039.906250 12.118516 -159.527313 -100.458954
1031 17344.941406 23128.070312 19423.941406 -229.263031 -112.775368 107.339394
1032 42110.128906 9572.922852 49909.128906 -46.215656 -103.018982 -138.096085
1033 10211.584961 55680.015625 73272.414062 268.384613 -40.075024 -326.921112
1034 49539.355469 58067.222656 30012.046875 -32.048546 74.111565 76.199043
1035 64406.339844 12402.838867 73709.820312 38.314602 130.180161 79.613968
1036 20188.773438 46172.000000 68461.257812 -248.954529 133.305191 -197.878250
1037 17991.578125 72897.984375 6009.044922 -23.940763 297.874603 -309.799255
1038 21238.103516 41358.652344 34054.613281 -223.654816 -41.894176 295.895630
1039 71568.593750 14524.504883 29098.957031 -290.137909 127.071342 -466.237976
1040 15547.822266 31083.826172 31950.937500 -174.660904 40.310867 152.440704
1041 62526.238281 211.985306 42703.082031 -19.436342 101.733398 -263.829559
1042 62353.750000 1990.819946 39398.269531 -299.377197 -73.406197 -0.499472
1043 53549.277344 9267.287109 74391.828125 -107.778725 24.925644 64.184189
1044 16440.736328 18568.820312 38757.488281 -96.079330 185.920105 -70.783859
1045 5483.342773 11189.017578 34747.421875 293.421814 2.144094 -88.745132
1046 1956.360596 28605.880859 11954.679688 68.653786 49.215443 375.994843
1047 68107.367188 68695.484375 50788.324219 -142.674103 -342.833038 5.682847
1048 64572.496094 61455.089844 50858.789062 335.549744 -135.344101 137.003815
1049 19439.675781 22064.388672 47172.589844 3.167921 125.424599 -24.222078
1050 28714.423828 44863.203125 18716.632812 -65.628876 -37.193336 69.723511
1051 8336.049805 20537.427734 65111.414062 271.112640 -28.030748 -323.838470
1052 61999.265625 12492.665039 25050.904297 176.569778 229.266693 304.354950
1053 39076.113281 71884.382812 37081.558594 -316.213104 -123.939751 524.499207
1054 3711.635742 23022.203125 17114.750000 -425.306580 134.163452 424.201355
1055 18442.601562 43479.898438 70899.023438 -219.976166 224.375565 -178.589554
1056 38377.816406 22975.550781 47794.699219 -81.387901 -386.003815 78.584221
1057 69854.445312 20775.664062 25464.521484 197.636276 -356.682404 -289.492676
1058 19437.964844 45767.175781 328.987152 -161.986633 149.486938 -247.168640
1059 56241.449219 45761.906250 25350.083984 -92.912056 -32.054459 258.182037
1060 60183.144531 9039.407227 42140.628906 -73.419731 -172.791626 -360.326447
1061 40051.750000 65775.257812 42042.343750 413.600189 482.300995 585.895203
1062 37497.667969 70521.976562 35397.121094 111.787689 63.366062 570.461121
1063 58387.546875 13093.155273 49709.816406 -226.966110 -234.621262 -112.129738
1064 7281.544922 45752.902344 51381.308594 262.972382 255.159485 -4.602397
1065 23162.613281 3201.627686 60246.261719 234.474548 29.587746 38.089722
1066 16266.714844 15109.784180 74438.375000 68.677551 -8.467580 49.272381
1067 56898.230469 51060.875000 52709.125000 174.779739 168.602036 83.870262
1068 7407.125977 24533.398438 13076.227539 -379.537079 -14.133476 105.132889
1069 53331.121094 1323.105347 14836.674805 -47.981560 -85.993599 175.101395
1070 5363.361328 34824.929688 16810.265625 -73.920494 -385.567230 134.898483
1071 51353.960938 41124.949219 56075.433594 -91.923592 144.280045 92.110794
1072 70511.117188 51947.625000 28622.099609 44.418285 7.386764 117.451378
1073 8547.755859 34385.238281 58527.843750 -73.975807 89.347412 301.083405
1074 41203.269531 24412.062500 67444.398438 -23.777885 -5.124134 -191.388458
1075 57504.179688 8595.756836 34191.351562 -102.471680 -5.666306 443.376953
1076 3964.943848 2953.416260 36077.910156 -68.973366 273.723724 118.411064
1077 43533.601562 35648.492188 54019.238281 -286.477722 15.852606 176.546982
1078 74545.437500 30451.947266 12412.293945 23.232447 -699.235046 82.162048
1079 60150.011719 49893.996094 24038.787109 34.112465 -38.379654 223.677338
1080 40614.195312 52506.003906 31002.998047 6.511626 21.157038 66.476006
1081 67194.906250 12473.447266 35199.507812 -79.611984 -170.740585 -437.534271
1082 11054.005859 8342.648438 18971.957031 186.313004 140.963013 202.554840
1083 19518.080078 51782.339844 51825.679688 124.516457 -343.595245 -417.650238
1084 28436.867188 1218.716431 73101.039062 -93.633781 -243.464691 -506.992126
1085 44050.542969 18390.521484 57353.320312 -81.736870 24.106953 -101.634964
1086 39619.058594 55764.250000 27848.142578 -18.958263 114.035278 290.565826
1087 23098.054688 66332.062500 20071.673828 -0.601938 107.915977 169.472244
1088 47376.171875 46658.308594 23993.927734 133.450409 2.424976 373.877899
1089 8899.533203 30633.205078 396.845032 -310.732513 -160.499069 -214.546555
1090 46122.527344 23982.587891 27637.580078 115.232887 6.784064 102.501617
1091 65831.609375 23617.748047 21444.289062 462.542267 -171.710785 52.900162
1092 46547.152344 18468.851562 66350.609375 -126.509857 18.918285 1.636461
1093 60628.328125 15360.410156 31274.232422 285.584412 -198.533142 -144.553146
1094 70485.781250 51159.683594 55184.734375 342.576385 475.606110 126.917000
1095 5212.634766 36048.011719 21402.806641 109.628563 -329.917267 121.758980
1096 69783.828125 48947.964844 58185.910156 303.749512 183.395966 -361.126617
1097 1724.312866 70777.398438 11873.129883 125.800293 89.509491 -11.478745
1098 11555.765625 25802.775391 60255.246094 -35.395939 81.144547 68.074562
1099 38997.625000 20494.472656 61729.156250 112.918457 55.522186 -39.948853
1100 67916.914062 33810.300781 74420.312500 171.300415 39.926559 315.848602
1101 24086.675781 7980.568359 2711.367432 -314.667572 -359.281677 -89.252014
1102 66574.492188 68327.929688 2505.910156 115.560974 -11.247168 -3.104974
1103 18370.300781 11615.037109 1953.266357 184.683731 54.618176 155.490326
1104 68268.562500 62772.765625 55301.320312 264.273499 -501.952545 -382.586151
1105 10148.075195 26011.011719 3121.440674 -225.940079 58.161789 -47.804440
1106 68939.125000 20411.861328 25925.380859 214.518814 -288.571136 -268.346344
1107 63537.628906 13119.327148 33910.113281 256.609070 -255.304337 -414.402466
1108 3147.370117 31663.474609 18881.558594 -200.578140 -533.786011 47.242252
1109 48226.421875 23810.648438 26565.519531 116.886139 58.858204 100.689789
1110 27477.607422 4215.344238 73848.726562 -33.395164 -171.593292 96.792191
1111 13789.546875 74781.898438 12170.093750 326.911682 260.630981 -124.709808
1112 6351.655273 43053.753906 32951.273438 202.159790 -32.083519 -57.774269
1113 1432.871704 53938.167969 42410.347656 330.512787 309.905182 192.081039
1114 39432.093750 65598.523438 8172.585449 -54.575672 148.360336 23.583824
1115 27693.923828 36587.199219 10822.295898 21.038090 -88.055016 -29.665125
1116 21736.468750 70675.531250 20355.855469 -114.534355 165.680344 7.717205
1117 37769.992188 21054.062500 15422.139648 -101.160851 -33.632874 3.663606
1118 32165.929688 9105.303711 38771.277344 85.686806 -112.934273 -112.640594
1119 748.462463 37061.511719 46355.824219 324.226288 145.422699 73.166718
1120 16406.699219 24362.224609 21933.656250 -244.376556 -130.685730 126.329414
1121 868.945740 53202.445312 52667.152344 78.040512 -114.668701 242.305695
1122 74410.195312 74860.882812 35137.031250 -58.471096 169.840942 69.339439
1123 6869.001465 27506.449219 44022.238281 127.117081 125.103691 -87.036766
1124 68882.328125 58068.035156 50732.500000 -37.575832 -59.825027 459.305817
1125 18973.482422 73003.843750 6836.956055 94.620926 -59.929852 151.164612
1126 34807.660156 38737.871094 34920.316406 -124.147202 13.210781 272.018036
1127 23184.537109 72904.945312 33171.523438 32.614304 43.458504 -36.363483
1128 73354.078125 57627.925781 40783.968750 51.521885 274.742035 268.555573
1129 52082.882812 69761.125000 27378.730469 304.750488 -93.153526 -37.458206
1130 51102.898438 15510.422852 59296.050781 -49.338619 -122.128723 -200.642456
1131 2462.033447 55092.242188 65197.734375 194.232101 73.902000 -353.831909
1132 38809.312500 74022.851562 40818.132812 165.647568 -361.127258 -110.865417
1133 73503.265625 70203.265625 3732.260254 132.006073 -47.551262 70.076256
1134 40106.875000 55416.402344 52163.175781 -244.071518 22.981705 -241.144501
1135 19297.423828 26212.083984 23154.208984 -269.449188 -159.191422 141.418243
1136 32662.753906 37873.011719 39158.992188 -274.005890 77.518555 223.230865
1137 43354.042969 40830.460938 28902.072266 33.915302 27.526070 57.593086
1138 6212.813965 35232.546875 63639.574219 243.943039 -3.765924 -149.191803
1139 60995.433594 70161.609375 35553.722656 -145.811249 265.333801 158.274200
1140 50328.664062 30865.328125 19797.408203 170.162842 -42.376972 165.796585
1141 6725.055664 70714.148438 8641.603516 298.701599 27.457024 -56.269608
1142 22331.916016 30917.833984 9038.912109 -143.234222 -85.426544 -29.386534
1143 16935.525391 55833.476562 16896.847656 -11.895113 -28.111801 31.878033
1144 24522.990234 26164.964844 55650.875000 -154.016846 -242.985367 -219.087555
1145 36409.375000 74749.546875 35962.742188 268.873199 -73.992294 135.891678
1146 23078.611328 72175.976562 1814.266479 -96.048393 -156.542755 7.993588
1147 257.684509 54515.992188 35144.386719 122.552177 -10.508198 287.754852
1148 23293.541016 50252.937500 47406.988281 -522.120911 -132.989029 616.181030
1149 70005.351562 36232.507812 3104.929443 173.222290 -454.871735 -191.303375
1150 287.901154 58915.222656 67584.429688 212.689667 -170.692368 -299.075195
1151 23693.990234 40953.550781 50503.160156 38.312389 510.518555 -111.270622
1152 4658.700195 23731.771484 21760.501953 -441.019684 -203.037338 -229.445221
1153 36339.250000 73840.000000 69741.312500 -211.097702 566.061340 -70.068718
1154 27363.160156 48119.222656 50459.335938 -525.569824 -90.577972 -194.384674
1155 9713.673828 47376.945312 69502.875000 212.876724 193.087433 -221.121124
1156 53054.187500 48788.210938 31713.017578 4.134243 50.819359 -71.461189
1157 74443.289062 55463.390625 68833.382812 304.851776 6.424489 -208.556946
1158 15981.281250 54000.476562 49408.480469 -62.760391 -703.563232 -96.318398
1159 3808.950195 59706.414062 64119.152344 0.434875 -267.475403 -125.317650
1160 62085.945312 14733.866211 7972.732910 85.851219 124.524109 110.938812
1161 48805.839844 52628.992188 69617.953125 -19.897038 -68.649010 -123.083481
1162 6827.427246 50398.710938 49440.507812 375.566101 -250.636612 -299.874542
1163 16473.134766 19021.320312 27426.236328 -197.178680 -22.391212 39.383320
1164 34474.781250 1381.043945 67830.437500 -58.919880 -265.835449 348.205261
1165 12495.024414 12741.414062 27647.025391 41.342697 9.792152 142.690826
1166 22727.908203 4337.206543 27466.636719 -190.335022 201.455032 52.482841
1167 28703.427734 30556.488281 51540.339844 -178.732910 144.394226 -147.927216
1168 50855.894531 57998.136719 41011.589844 -74.769051 220.624023 81.325455
1169 68350.851562 51155.476562 17602.021484 65.483223 -47.400681 102.500969
1170 14279.248047 57102.585938 47568.226562 -24.391527 -513.639832 186.849991
1171 74356.140625 29772.593750 15205.342773 237.903610 -796.418640 -5.557169
1172 60500.566406 9122.298828 15787.690430 30.101217 135.287247 132.855209
1173 4356.926758 7147.033691 15550.402344 153.075180 192.547806 194.594391
1174 13548.333008 9325.880859 33119.039062 -232.042923 341.611786 -279.842072
1175 74662.914062 65074.886719 64994.867188 103.168297 -246.342163 -210.016113
1176 7685.167480 14185.982422 70886.500000 126.077957 174.713669 -15.907410
1177 39539.035156 64988.812500 44791.339844 -5.760678 521.422485 -404.796387
1178 57415.328125 73917.960938 48132.031250 27.212074 -109.127388 -316.914978
1179 68259.882812 5019.334473 40894.750000 -92.010101 -221.713287 -373.228851
1180 66536.023438 3821.669189 39956.375000 -69.038597 35.089497 -363.661804
1181 19551.882812 4998.383301 7282.219238 -84.773956 124.111824 137.383987
1182 56809.148438 2072.732910 20371.140625 -83.444366 -18.849045 183.309525
1183 56566.343750 59586.355469 7652.653320 114.386307 84.625565 92.875465
1184 19517.919922 46655.929688 32159.970703 -171.990494 -63.670223 198.104523
1185 64584.113281 26264.724609 38014.914062 97.410271 -153.819885 -180.324463
1186 2952.545898 48231.500000 21571.259766 146.739334 -95.707726 117.299850
1187 31739.390625 64630.835938 51834.726562 -160.977646 61.267113 -253.356415
1188 17349.273438 50024.140625 24366.736328 -50.557049 -101.245361 180.280945
1189 24968.029297 65216.734375 2345.266113 -296.762054 187.329437 -296.656403
1190 3859.346436 36303.839844 29034.185547 181.750076 26.102436 -157.779190
1191 46787.488281 59686.953125 31042.375000 115.904213 155.791306 147.377106
1192 68792.101562 51214.058594 11592.844727 88.364609 -85.463829 58.668015
1193 65980.875000 40208.093750 73245.929688 128.145691 -233.149185 68.842285
1194 55489.632812 49183.863281 28919.164062 -65.620018 -8.200301 -81.283943
1195 74872.007812 5784.419434 32800.406250 4.393543 397.755768 26.058220
