#FOFID pos_x pos_y pos_z vel_x vel_y vel_z
#integer kpc/h kpc/h kpc/h km/s km/s km/s 
1368 3943.658203 50879.996094 333.237579 190.939499 -117.319145 -224.420837
1369 62422.507812 13933.102539 35486.066406 126.518127 -381.950043 -313.272949
1370 42499.929688 641.536072 52325.050781 -51.098309 -160.514114 -88.979500
1371 73077.875000 31783.404297 3030.471191 331.136475 102.282562 246.943527
1372 67106.234375 15181.962891 73476.476562 85.936745 167.176697 64.377090
1373 40745.093750 58399.148438 12532.864258 -57.484600 72.665009 156.041214
1374 69086.523438 53301.140625 28336.021484 124.591034 -76.482033 70.296295
1375 69199.054688 22266.869141 18530.423828 452.327332 53.986664 316.384033
1376 68869.671875 67611.234375 31700.447266 -125.381676 50.895821 191.657501
1377 45608.828125 25321.986328 43357.152344 -147.126785 -64.735748 -22.722481
1378 7458.289062 34127.660156 57545.371094 60.072334 320.502258 247.176071
1379 35788.070312 62541.164062 43090.832031 318.458496 -19.100719 17.092413
1380 18495.843750 73157.187500 8821.256836 -160.045563 419.698242 -341.020721
1381 5499.121094 35255.527344 49713.082031 281.315460 65.089729 86.833176
1382 50004.031250 46440.339844 53013.203125 -33.827366 75.822235 72.099480
1383 6179.327148 21302.410156 66307.453125 200.275116 79.509750 -33.084599
1384 366.746368 71013.898438 13268.168945 159.397751 51.649940 -31.354139
1385 64122.000000 21164.546875 20801.726562 506.636383 73.449821 238.069778
1386 20045.839844 24774.447266 19036.009766 -238.661789 -157.934601 71.980461
1387 49155.339844 70180.218750 42234.648438 1.628299 -64.980026 -23.086651
1388 21253.304688 534.943726 21399.513672 -141.790604 124.803726 -42.136951
1389 42370.562500 11700.095703 46264.492188 39.694485 -57.349277 -54.594318
1390 45919.312500 4486.035156 11800.065430 73.377800 -46.239922 -23.207085
1391 38072.425781 49426.750000 41223.750000 -218.168839 88.340630 24.070824
1392 33657.949219 55710.230469 15276.065430 -60.145897 20.231295 54.968887
1393 59975.710938 51260.035156 53287.953125 304.699860 122.388367 -2.184034
1394 29163.195312 4969.548340 32364.326172 32.904881 62.071224 -34.786610
1395 6523.025391 51798.132812 42786.070312 320.489807 -395.611847 518.370728
1396 36838.890625 39825.933594 54540.484375 -170.426666 -109.936523 -24.120478
1397 68294.226562 68847.406250 50283.328125 -198.975693 -183.310654 188.672073
1398 33155.488281 67065.710938 4550.527344 -198.436188 180.380417 -189.731018
1399 45950.359375 65622.359375 47496.296875 -234.258560 294.687836 -364.568115
1400 14370.235352 54510.429688 48487.851562 -63.399689 -636.404053 240.376312
1401 47755.089844 9817.794922 4130.312500 -53.664181 -129.350296 -4.895438
1402 53412.718750 37579.582031 16525.480469 128.175995 -84.007530 99.244728
1403 69769.093750 21509.697266 46302.523438 92.261749 -113.276855 -90.347107
1404 63918.667969 51374.277344 18668.173828 102.434715 -25.562700 115.809547
1405 34642.640625 72104.523438 34801.843750 286.329590 55.571537 183.684341
1406 69096.757812 18362.896484 8362.768555 144.043274 247.622498 182.813309
1407 8459.983398 36835.152344 24900.552734 126.148209 70.577385 -25.629986
1408 26268.429688 50443.957031 65060.832031 -273.563812 3.306317 -192.841995
1409 26272.652344 58301.277344 58496.640625 -234.469208 34.923141 -157.398605
1410 49367.031250 5505.966797 38533.582031 198.155807 -194.466782 -19.874422
1411 68965.281250 40682.589844 18436.929688 151.683136 -194.314667 42.477722
1412 58119.031250 62977.550781 55250.214844 221.970612 0.640726 -239.886917
1413 26722.646484 25252.919922 41347.527344 -173.751358 199.929443 69.726418
1414 24783.794922 27996.781250 41036.695312 -313.596771 432.303131 86.855629
1415 13114.653320 33039.304688 28617.490234 -162.235016 53.494022 53.584187
1416 58993.500000 24791.169922 23158.427734 283.610931 -58.804989 23.188202
1417 26874.441406 3581.434082 73350.679688 -106.324654 -281.085205 8.670238
1418 22625.183594 50184.738281 47021.183594 -92.711548 -588.535767 442.834869
1419 62665.281250 73280.632812 55270.582031 139.632172 -120.803505 -232.445908
1420 50803.363281 67826.851562 44008.730469 -238.294800 417.047943 -146.183121
1421 67988.445312 19805.548828 21933.343750 372.776337 -36.755108 216.913712
1422 56045.191406 13020.161133 52888.558594 -38.553436 -47.634537 -238.779861
1423 6057.096191 35998.917969 45126.523438 200.007080 43.598457 31.371668
1424 68123.101562 69435.656250 39572.207031 -198.340103 -33.559853 81.955322
1425 61917.007812 877.897156 39072.042969 -422.996826 250.240570 -90.828148
1426 65671.484375 60667.964844 23558.199219 28.012938 -9.845726 130.119186
1427 16194.581055 6600.921387 16991.712891 -62.634445 20.293253 8.741216
1428 50719.332031 30025.693359 1052.406006 102.654488 167.511490 63.826233
1429 42373.804688 66075.851562 42445.015625 -565.446777 379.819733 360.694977
1430 1083.531494 22578.205078 52401.542969 176.676224 57.820171 49.744511
1431 27419.144531 52954.847656 7895.964355 -209.880432 21.594357 -123.500252
1432 34933.156250 73864.984375 50322.117188 106.241287 -75.076218 -242.527115
1433 32317.462891 3444.945801 71467.687500 -116.277206 -458.612366 -66.539078
1434 18246.271484 28296.978516 32485.851562 -239.251999 51.613140 198.122177
1435 17065.951172 47399.210938 37803.199219 -72.816879 -131.936768 360.524109
1437 4274.815430 59604.156250 30097.873047 -23.641642 -111.681389 58.853188
1438 38146.515625 63260.109375 41655.757812 -28.777618 548.923889 340.751801
1439 65569.226562 53449.292969 56122.191406 221.121689 135.647263 -484.229980
1440 1400.616211 52982.484375 53108.351562 -101.658371 -323.922577 52.391541
1441 24805.636719 17807.251953 3903.285156 -300.762726 -96.453003 -16.235231
1442 29039.361328 45739.070312 17627.900391 -130.140472 -73.422859 100.018623
1443 55860.019531 73414.523438 45868.828125 -33.104103 -149.509750 -323.951111
1444 19288.527344 45791.519531 69527.406250 -259.838409 123.497147 -212.872589
1446 68127.968750 15159.556641 57230.226562 96.489197 -6.979886 -140.879028
1447 65549.835938 21292.589844 26925.138672 365.979248 -478.963440 -216.763046
1448 67747.101562 60098.433594 44462.781250 190.410568 43.673630 65.093941
1449 73087.796875 55077.875000 54311.300781 202.187363 154.442780 43.525108
1450 39436.203125 21556.269531 15142.443359 -51.946243 -29.472059 -18.896103
1451 26782.412109 46093.722656 50630.261719 -442.630249 -44.847946 -246.296494
1452 37036.480469 21869.031250 32636.437500 -127.157448 -72.928711 124.727409
1453 3175.561035 32576.576172 3901.465576 -13.889957 -312.609833 104.962837
1454 38908.039062 64680.441406 45543.867188 150.058884 432.171112 -85.414345
1455 4885.122070 15760.723633 50520.132812 103.535126 -4.817670 -60.625298
1456 70240.382812 55159.074219 23113.052734 -129.166412 -25.176600 3.775912
1457 30220.226562 62608.238281 62642.632812 -234.037170 -11.036648 -118.276779
1458 34160.378906 2727.323975 50550.898438 45.629051 -9.593142 132.935486
1459 39817.566406 4951.399902 60803.207031 -160.513962 -167.181473 -116.146545
1460 39769.875000 71679.468750 40356.906250 103.066666 -293.400391 -77.387398
1461 5437.428223 62750.921875 34201.628906 -19.009636 -132.464493 122.755173
1462 49843.277344 32368.423828 26438.439453 199.309204 78.412651 273.751526
1463 46899.390625 64557.597656 24898.437500 218.373718 132.322357 55.941177
1464 20329.064453 37452.175781 7107.438965 -164.403732 -61.125076 -75.429436
1465 46758.972656 39460.507812 70783.859375 -237.742630 -517.948914 -257.631409
1466 50276.894531 67754.656250 41125.605469 -43.782928 310.450897 257.389526
1467 53221.355469 35558.898438 25660.681641 145.033539 -96.163040 199.444427
1468 53293.554688 63628.781250 25475.041016 -57.184673 248.691772 234.584518
1469 18354.275391 69610.859375 65566.031250 139.510498 -166.005157 166.616043
1470 36486.007812 50070.867188 36195.390625 -107.148605 57.285061 181.236435
1471 20492.138672 10656.168945 2743.443359 -55.705326 -155.204819 169.945007
1472 65556.429688 24406.306641 12191.671875 319.976471 259.262909 370.975281
1473 58908.179688 45671.351562 33007.218750 48.068035 66.970764 -16.527359
1474 65264.910156 20944.064453 27029.074219 311.447113 -406.515198 -186.884521
1475 44202.906250 66452.515625 47288.757812 -144.404648 341.051086 -373.552002
1476 2062.884766 28869.179688 11159.619141 0.920543 -78.689560 393.280457
1477 25381.080078 6681.471680 57995.675781 134.147614 -44.480076 25.264423
1478 48086.882812 69740.195312 44057.996094 -144.124374 -151.340881 -59.117195
1479 55224.976562 64129.179688 6558.801270 33.177071 61.520611 129.150269
1480 28411.695312 64463.734375 1063.905640 -336.512299 316.058197 -158.506805
1481 63873.105469 18545.523438 54224.480469 64.165199 -65.314651 -151.872681
1482 13553.544922 21656.693359 400.817261 50.438915 72.474785 151.913376
1483 39047.804688 58330.250000 49069.921875 -160.232635 113.540436 -188.974533
1484 67807.890625 46511.910156 28845.757812 160.188324 53.252514 3.850679
1485 17929.621094 759.561829 15168.851562 -57.247540 276.459381 -177.257126
1486 21897.257812 59806.843750 52730.625000 97.556747 -415.511749 45.507256
1487 42491.613281 32325.503906 74180.515625 28.385595 151.132065 -56.303543
1488 31886.800781 1271.104370 70341.945312 90.730309 -163.133209 256.746582
1489 53352.878906 74488.328125 15845.627930 -10.712956 -181.291916 151.857941
1490 69128.671875 68259.179688 58732.496094 -21.856256 -317.432495 -337.919739
1491 47837.757812 3687.008301 37936.511719 177.447693 -141.655106 95.660133
1492 53551.957031 66653.398438 9142.613281 -39.707634 164.853363 98.452194
1493 25507.128906 3543.830566 59395.472656 37.173737 8.451818 -11.598469
1494 25688.324219 18457.222656 23477.890625 -288.446991 -40.041138 168.899429
1495 69292.953125 25293.884766 14315.414062 430.660278 -299.295074 153.723648
1496 518.226685 36967.164062 61580.164062 358.803253 50.006844 -46.156216
1497 67848.632812 20379.175781 22779.150391 377.387054 80.662971 168.598068
1498 27627.222656 24408.101562 53158.113281 -100.765999 145.086884 -31.517517
1499 21555.400391 55266.355469 57568.234375 -88.117439 -8.453460 -192.169464
1500 33827.417969 46953.218750 23182.890625 -84.580879 4.481412 157.084000
1501 6918.209961 57705.480469 33716.691406 -52.840847 -116.965546 237.183228
1502 26597.406250 54696.132812 40005.621094 -89.413963 63.639549 229.964920
1503 50125.894531 26405.591797 25075.222656 162.822479 16.373379 79.731270
1504 1312.753296 23888.498047 58645.523438 174.793274 205.411926 48.815781
1505 5060.151855 60368.546875 65718.757812 33.022842 -186.234772 -66.278091
1506 40586.898438 40091.238281 9051.860352 -90.303581 -117.612160 -65.571487
1507 22287.701172 39912.617188 44454.253906 403.146332 36.471642 112.881012
1508 8144.470703 44418.855469 25361.738281 59.221210 -246.115021 329.879791
1509 71837.203125 1564.658691 49214.765625 -115.025955 -163.381348 -293.918732
1510 26938.955078 46268.488281 23431.240234 -59.543999 -60.357929 148.428192
1512 63800.636719 54283.070312 25879.886719 107.683105 23.058668 123.285645
1513 20222.250000 45899.613281 33823.261719 -196.184692 -78.680153 141.379349
1514 54826.257812 63616.707031 55582.160156 119.199554 8.285425 -253.434662
1515 68600.515625 59043.945312 50420.078125 156.875778 54.381916 476.623474
1516 16600.548828 16446.765625 7377.081055 -240.668655 -102.698021 14.133409
1517 28798.839844 12858.325195 58212.851562 -27.863403 -83.135384 30.044863
1518 62026.882812 73263.796875 53504.882812 116.467094 -116.313469 -217.974747
1519 57666.621094 27538.236328 20160.087891 259.235352 -99.016075 147.576721
1520 33495.636719 3480.099854 35954.980469 177.860855 -115.457932 -101.189697
1521 19073.183594 5306.216309 41783.687500 -13.155593 145.834152 -5.087513
1522 14887.958984 60617.117188 48428.429688 -7.128739 -416.776154 42.007412
1523 31997.222656 55091.449219 48050.628906 -208.523392 -13.714391 19.960285
1524 74042.250000 30050.376953 13244.559570 334.511871 -700.607117 51.631332
1525 8959.561523 67835.000000 3373.347656 299.178833 9.208370 -31.052414
1526 62815.957031 13978.264648 67560.578125 22.917046 41.448444 -25.028782
1527 62973.984375 64670.519531 22237.917969 -108.305489 -6.517264 184.703171
1528 18218.595703 32072.503906 32674.958984 43.862152 77.138420 6.503799
1529 58386.285156 31590.869141 8752.763672 195.036896 -102.106384 -52.687958
1530 33737.503906 68963.882812 68456.171875 -252.459427 295.665558 -69.654739
1531 14302.154297 25324.175781 29225.492188 -274.105865 -166.995255 76.729622
1532 35055.171875 66446.859375 31552.664062 -8.775793 -14.340899 307.375275
1533 63357.746094 65113.914062 28241.103516 -44.681057 130.570190 208.390717
1534 7393.651855 37894.562500 24661.773438 225.429214 -163.043716 262.646301
1535 1885.709595 41135.761719 1875.172119 107.915192 -245.945511 -32.071545
1536 40524.636719 22867.644531 64356.285156 -36.335869 114.827148 -61.053352
1537 22281.488281 69155.976562 17870.484375 -28.397167 162.425064 -8.017456
1538 2147.535400 55673.980469 64104.300781 143.641373 74.127205 -372.021729
1539 48579.640625 59660.703125 12131.441406 34.021469 97.809921 130.356537
1540 11542.540039 36919.613281 28614.400391 -104.064476 25.885197 80.828537
1541 25096.171875 3098.479980 58356.054688 210.693863 64.850433 17.786579
1542 64468.136719 52312.644531 55315.652344 346.552185 187.252457 -273.662354
1543 72256.453125 43546.050781 55910.273438 357.974243 316.621063 21.083988
1544 74298.734375 19426.347656 22742.916016 331.509155 -235.723511 406.285339
1545 67566.390625 69444.250000 49940.164062 133.094879 -363.767487 -118.593338
1546 57138.761719 59328.414062 6919.277832 74.151237 55.621380 32.462276
1547 6485.100098 32384.453125 52904.855469 323.990326 224.771683 134.830505
1548 34368.996094 62653.320312 29048.263672 -53.656902 32.504482 330.732880
1549 42837.625000 70494.000000 47303.425781 -64.683517 -248.405792 -440.621979
1550 68237.679688 68068.265625 29620.457031 -77.940071 10.165264 235.004379
1551 23537.533203 46114.710938 36043.246094 -244.711960 -36.040058 282.371735
1552 27835.000000 26572.314453 73463.593750 -47.875702 55.193420 -35.356808
1553 34603.519531 2709.010254 70262.546875 -113.642128 -578.263916 40.081528
1554 15465.208984 48709.898438 68817.500000 -128.017426 276.696106 -58.520683
1555 37364.722656 66418.320312 47185.757812 76.257164 -10.549700 -466.922119
1556 26007.179688 60003.890625 429.156738 -276.271637 171.623444 -153.630630
1557 22526.349609 9370.526367 11549.207031 -182.996429 -77.394958 -229.455292
1558 9716.656250 11353.277344 42302.542969 2.283926 132.197510 -262.202179
1559 3098.220459 18642.048828 22640.800781 -429.944092 -41.366726 -96.705788
1560 12407.139648 52606.195312 49445.027344 106.374115 -807.283569 -274.864838
1561 3191.789795 23758.318359 27044.214844 0.507016 -209.833893 -464.673248
1562 73795.992188 56734.332031 72571.015625 223.372284 -50.088543 -289.608032
1563 14477.644531 53075.136719 67324.835938 16.077574 135.827606 206.936798
1564 73518.585938 56091.328125 55597.074219 -85.621475 -3.441314 -509.934296
1565 18201.896484 6410.671387 26902.273438 19.774395 419.593414 -95.302933
1566 27819.800781 3621.509766 73359.742188 -273.012848 -397.684906 72.066505
1567 31112.625000 25951.263672 69799.203125 -113.832901 78.646614 10.341084
1568 20569.548828 33052.835938 36143.843750 43.750725 -86.329269 299.089508
1569 27346.769531 19892.140625 24521.849609 -283.399811 1.714577 111.986847
1570 2479.913818 30706.789062 63924.289062 332.630890 116.405655 -31.846359
1571 35841.414062 37757.492188 15790.793945 -44.746563 -105.260155 -36.829895
1572 17501.492188 59054.226562 67516.796875 -162.700485 64.704712 -23.879074
1573 56834.179688 10887.966797 28220.957031 367.882965 36.742088 280.063995
1574 42281.363281 47178.039062 51710.480469 -371.145874 -21.427551 130.339920
1575 32859.460938 20681.437500 54904.890625 -93.645782 35.330849 -117.974289
1576 8112.393555 14628.940430 58138.605469 131.536407 222.976913 145.597443
1577 36292.828125 61740.945312 41939.093750 225.502655 264.333405 105.872353
1578 69327.960938 2811.710693 45312.238281 10.738840 -176.681213 -295.827026
1579 25572.683594 44958.007812 50569.531250 -472.310669 14.668449 -112.528282
1580 3195.323975 26394.015625 56271.308594 117.435982 140.469955 91.874077
1581 563.030396 19845.691406 24508.730469 -177.164673 -214.615005 -719.829346
1582 54504.261719 17557.310547 35578.085938 127.263809 -272.440918 -46.777981
1583 54300.441406 21136.345703 5364.222168 39.376499 38.712486 41.522476
1584 13745.881836 43062.636719 31947.062500 4.344081 -170.490494 154.474319
1585 58719.355469 16313.560547 32096.189453 327.371704 -135.053223 60.509792
1586 36438.355469 21944.617188 27697.980469 -163.091675 -20.837652 146.558807
1587 6367.143555 58129.824219 33284.394531 -9.781149 -168.390656 250.047073
1588 34962.378906 47394.781250 24295.802734 -49.595947 95.718445 161.234619
1589 69310.671875 26596.414062 3820.799316 183.193970 132.543350 182.535614
1591 13343.124023 59385.492188 45892.343750 74.120811 -380.629700 173.960144
1592 55845.824219 50182.289062 3347.181641 110.757698 -73.516830 8.372643
1593 17853.490234 40100.769531 70998.156250 -141.270065 141.659668 -138.523865
1594 49448.179688 4289.194824 37705.984375 200.074860 -87.989243 43.218346
1595 39109.703125 796.839355 69672.796875 -640.004639 14.013230 68.405960
1596 39508.617188 59314.980469 36559.925781 -59.260761 197.356812 214.627533
1598 72154.046875 48780.859375 56714.320312 473.928345 386.382660 -203.927887
1599 29978.517578 22180.671875 42421.265625 -49.707214 310.822968 -16.856590
1600 45984.878906 70898.046875 44436.445312 -204.957855 -422.493927 -378.785400
1601 62372.242188 69499.710938 29845.185547 -238.745560 -8.344563 210.555267
1602 19415.025391 55908.304688 65441.890625 -551.123474 38.676350 -180.706726
1603 54838.347656 3342.449219 34302.007812 89.025436 51.004349 480.027344
1604 58894.218750 73914.203125 36859.230469 -173.601273 481.920197 382.135223
1605 34665.855469 46737.617188 60096.785156 -213.001236 -97.905144 -134.228531
1606 15912.102539 8176.783203 35810.558594 -189.530960 195.735672 -197.580719
1607 72287.703125 10198.760742 32598.607422 46.974995 280.384949 -63.256554
1608 19932.611328 12542.188477 73050.000000 4.428609 -37.206451 120.325554
1609 72118.312500 16543.705078 71766.351562 64.103615 168.836533 122.768158
1610 10020.290039 16304.280273 59219.128906 213.181229 102.106750 250.710052
1611 54968.558594 40199.777344 53311.347656 -23.804964 164.892532 77.851250
1612 1457.156738 44176.886719 56151.699219 249.399490 354.091431 -130.285385
1613 26402.736328 23056.236328 55558.953125 -199.888168 151.370560 -172.722244
1614 50015.488281 19248.162109 72646.601562 -53.953522 88.735779 77.599411
1615 9451.238281 34119.148438 64752.406250 182.342072 135.885895 -122.374496
1616 12625.185547 64389.175781 72359.710938 512.187134 -163.836624 209.253448
1617 9555.958008 73180.625000 7370.037109 329.431702 2.874648 81.341187
1618 6881.619141 40838.304688 28855.240234 222.056030 -27.066586 4.807307
1619 53718.679688 19686.304688 35926.230469 40.650726 -278.654388 -50.536922
1620 3457.459473 33530.050781 27151.636719 172.344833 -115.475418 -235.903458
1621 10975.447266 51065.042969 71198.562500 210.481613 47.078739 -465.951721
1622 4823.038086 55829.730469 28921.355469 -32.160503 -119.390091 275.067993
1623 5606.155762 51141.687500 26531.457031 -25.851055 -130.234314 213.402451
1624 20907.304688 8439.014648 10938.513672 -204.574844 -37.079136 -249.502151
1625 68400.351562 60174.566406 40036.214844 36.097229 -155.772522 59.525486
1626 6647.314941 28590.310547 44715.757812 134.780579 97.287399 -82.149582
1627 49591.199219 8714.594727 1411.997192 -196.985611 28.704741 9.216735
1628 18627.501953 54732.328125 62326.019531 -127.155388 -204.481277 -92.290726
1629 65378.515625 20885.681641 21644.212891 552.547791 51.451729 279.966888
1630 4725.412109 21225.281250 22221.427734 -287.012329 73.201378 -129.250244
1631 54786.910156 69756.453125 44575.921875 -98.324066 44.640366 -376.427582
1632 32061.451172 600.587769 72218.632812 7.827097 118.807335 -116.117416
1633 66432.843750 57642.539062 19637.412109 27.574215 -1.832378 134.125229
1634 39419.796875 9984.520508 55747.867188 -75.821259 -93.131775 -108.483772
1635 16744.462891 17172.429688 27360.390625 -129.254013 -23.277838 104.574501
1637 28476.244141 5558.145508 32701.800781 33.789562 64.514763 9.713490
1638 645.180603 40503.941406 56092.226562 368.497040 254.431931 89.064568
1639 62964.449219 61149.406250 3413.211670 87.437469 -17.530954 33.589958
1640 10363.588867 28633.818359 35672.652344 67.926903 5.364045 -131.112671
1641 1007.461548 23210.867188 20559.251953 473.069031 74.650528 -218.491577
1642 37049.445312 72070.164062 69282.296875 -257.546539 427.896057 9.924656
1643 10398.133789 66080.218750 4722.530273 227.953186 122.852470 -175.282532
1644 45757.085938 58911.992188 34755.062500 -58.514164 184.336456 48.435097
1645 14859.878906 59142.867188 48491.320312 -12.452160 -461.475922 43.093147
1646 70960.914062 57590.746094 41074.484375 -175.066757 256.840698 304.354645
1647 69563.937500 21911.275391 20394.707031 484.657013 43.728664 375.284119
1648 74325.625000 32706.890625 6265.102539 267.183075 -392.268829 -79.437515
1649 19750.828125 3089.359131 41196.722656 -31.878893 138.027771 -67.720139
1650 7252.245117 52305.042969 44081.621094 447.949158 213.524475 199.731094
1651 11156.688477 41672.000000 64973.648438 32.146206 41.821583 -173.055649
1652 17934.994141 9067.016602 28132.718750 -172.743179 470.243103 82.859383
1653 66198.570312 66216.085938 39991.328125 -89.517860 -165.096573 181.434372
1654 40598.460938 45135.933594 37738.855469 -185.012451 92.164299 62.264435
1655 51965.925781 3796.691162 34331.058594 269.715576 -175.535507 442.161041
1656 7407.685059 33248.808594 56197.566406 84.506958 131.749039 156.059052
1657 67836.554688 49015.289062 16240.883789 78.975037 -57.516659 53.020359
1658 3803.660156 1102.112671 24198.193359 131.930603 213.462830 162.539749
1659 3620.278320 49686.167969 57652.593750 -66.013985 175.946182 -312.523560
1660 70941.070312 34154.058594 2221.537598 159.550507 97.271217 134.220016
1661 19082.894531 17106.296875 57816.636719 -56.328144 116.012604 30.513199
1662 17103.365234 41102.421875 32754.687500 -262.097290 91.587555 208.150345
1663 46405.019531 23743.701172 7021.297852 85.273132 -6.148505 -42.411579
1664 46267.210938 17182.761719 69663.062500 -33.928871 54.334511 -63.799870
1665 39346.527344 40339.144531 54824.468750 -324.938995 -85.017410 14.171875
1666 73273.390625 42777.382812 5013.511230 191.455765 -247.173126 -39.221813
1667 35530.343750 21998.958984 27431.007812 -129.813828 -5.027921 166.760880
1668 20163.566406 19303.648438 18766.912109 -247.288376 -79.921036 144.358475
1669 34429.179688 406.854980 67630.375000 -40.459576 111.043549 396.915802
1670 45226.457031 66066.343750 46252.230469 -298.214661 106.993141 -499.245453
1671 41165.738281 48063.437500 37504.296875 -74.026855 90.604774 3.222393
1672 4145.764160 64353.269531 67472.898438 118.560120 -217.153763 -10.066139
1673 28296.759766 35058.085938 50491.050781 -231.572601 148.527832 -49.243946
1674 59050.089844 51813.156250 53131.878906 226.459671 150.242752 136.789810
1675 24451.527344 26781.859375 55233.480469 -340.528778 -78.194496 -83.334190
1676 47519.328125 65403.636719 51299.859375 -84.783432 4.531799 -396.597595
1677 21371.892578 52893.554688 53825.238281 25.336367 -397.178192 -21.878189
1678 31577.460938 3868.738281 63285.976562 -37.196163 -122.006462 109.712082
1679 6395.455566 22020.154297 23345.031250 -278.148438 -74.749283 -93.369270
1680 15596.407227 24641.677734 12755.398438 -199.980347 -121.480560 1.209548
1681 4921.693359 32958.511719 60023.847656 234.724854 182.553329 -152.368607
1682 468.027466 34615.910156 116.208534 88.782509 -38.845123 248.574524
1683 41514.496094 46620.625000 51841.105469 -312.114136 -17.890291 150.748901
1684 8001.183105 36224.945312 39090.679688 194.963531 61.855026 -23.766865
1685 54011.136719 41008.472656 18524.353516 69.700806 -98.045349 186.266541
1686 1658.264648 52604.050781 57647.800781 -6.683642 -43.044277 -479.628204
1687 38824.515625 4348.305176 57644.167969 -70.864838 -135.382156 -9.736675
1688 38815.277344 66292.132812 15277.255859 21.414938 57.119465 46.700359
1689 39131.289062 67151.679688 38552.699219 277.081940 146.422348 278.747589
1690 1726.576416 47837.921875 6334.287109 118.361061 -122.737999 -135.321487
1691 36122.679688 6681.395020 19012.031250 -99.069931 -40.311146 15.436349
1692 35113.054688 35123.074219 69039.078125 122.405914 -52.174286 -57.269089
1693 63141.246094 49288.281250 7034.467285 230.550079 -67.011108 55.368603
1694 12880.726562 21687.304688 4268.002441 -38.642536 55.479519 30.383112
1695 60330.367188 3040.201172 57094.839844 -78.335983 -83.497795 -207.639694
1696 19312.257812 24974.812500 9543.481445 -220.295670 -56.855968 30.326263
1697 9892.626953 26812.021484 66738.890625 -40.901978 81.299561 37.253349
1699 40804.515625 30448.160156 60297.421875 -115.016174 136.251953 -48.895931
1700 53007.390625 21708.371094 20703.265625 263.572113 14.224700 56.934830
1701 11606.568359 51769.554688 59165.332031 85.319870 -70.567268 -147.312225
1703 15904.909180 48866.339844 42368.742188 -71.929497 -244.184280 447.403320
1704 9431.713867 61682.644531 69048.406250 195.806564 -176.195740 42.285431
1705 33853.425781 46246.199219 60446.578125 -86.580597 -71.962990 -185.382874
1706 62771.832031 17961.560547 29413.033203 407.662994 -304.158844 -182.639450
1707 48182.050781 40535.738281 57521.867188 -125.020996 47.410069 29.397697
1708 13356.014648 30719.572266 6637.434570 -253.404373 -70.303696 -72.655518
1709 26211.009766 1338.770142 53668.976562 155.601089 35.747005 89.286369
1710 31148.988281 24171.398438 45798.132812 -82.440765 -140.654541 -243.198914
1711 65219.300781 55536.281250 42654.210938 258.622528 175.967514 55.495419
1712 13359.876953 69681.093750 548.489624 257.075531 -241.617996 126.351067
1713 5523.870605 11205.141602 33736.929688 287.927277 201.878983 -248.390121
1714 8516.516602 68239.648438 6007.727539 273.186096 147.081924 -77.090752
1715 70017.218750 15210.638672 5168.318848 70.208221 209.447510 109.841850
1716 17675.615234 47545.292969 67075.445312 -91.774315 196.596176 -113.623390
1717 5267.747070 60926.562500 65141.769531 137.748550 -295.134338 -144.163544
1719 33918.968750 7142.767090 68828.578125 -111.146683 -331.304138 57.283684
1720 52675.808594 19591.302734 9727.977539 94.420380 79.061707 42.267166
1721 10114.768555 12037.907227 43811.054688 114.771141 -53.065037 -273.859192
1723 71134.140625 28242.619141 15230.800781 660.259033 -206.269363 224.361328
1724 31011.714844 12427.321289 53461.714844 -27.263449 -51.466427 10.230768
1725 13128.837891 44755.421875 16732.714844 -60.241188 -142.383240 94.107330
1726 22532.156250 65858.101562 17334.408203 -157.082886 219.316422 61.416073
1727 6046.571777 36010.375000 61293.300781 245.758911 -56.327457 -168.304504
1728 2908.704834 49646.742188 16709.253906 61.174778 -162.806656 100.869301
1729 9794.230469 31151.058594 70002.710938 -145.508789 -146.274506 2.972470
1730 44115.152344 62563.820312 67866.203125 -119.464966 144.483582 -150.639786
1731 12325.266602 50472.839844 70605.531250 82.266296 86.489540 -526.309753
1732 72259.781250 2235.888916 44870.011719 180.789032 -195.867401 -100.775337
1733 23813.742188 24224.861328 54483.757812 -151.624527 262.179169 169.908569
1734 64028.132812 38370.652344 74882.554688 119.924942 -332.864624 65.169456
1735 37335.187500 42360.496094 66618.859375 -23.690372 -211.488068 -154.881821
1736 36261.683594 35754.519531 4208.306641 -128.063950 -104.765762 -163.946228
1737 797.643311 34685.742188 3824.817871 -231.188187 -319.118408 84.703293
1738 39342.019531 20873.255859 62101.714844 121.375725 -67.842705 -100.416008
1739 46992.093750 36757.605469 26798.550781 118.843178 -47.402561 189.528900
1740 39857.542969 37654.257812 71639.914062 262.832275 -182.589767 -285.823364
1741 50709.636719 58209.261719 29748.958984 -248.923187 76.962723 24.078554
1742 21254.433594 58902.929688 66654.703125 -451.111328 -3.918671 -147.954483
1743 7250.963379 32899.906250 41099.394531 193.363541 84.781479 -25.738373
1744 45126.550781 17878.214844 41786.425781 86.491013 -151.523926 -8.064558
1745 19951.158203 32984.335938 36577.394531 4.294018 218.556915 342.379639
1746 42718.199219 63677.921875 37214.445312 -107.980194 173.369965 320.865265
1747 39965.507812 53091.441406 59986.992188 -148.479874 -23.731062 -230.831085
1748 10229.824219 34825.566406 8071.934570 -206.896057 -172.421082 -42.620678
1749 153.752518 52946.742188 54674.734375 358.541473 -47.614109 -1.191476
